Nov-90,Theft,12/19/13 19:35,1100 Block WOODLAND AV,Menlo Park Police Department,12/19/13,19:35
Nov-94,Assault,12/19/13 21:51,1900 Block SANTA CRUZ AV,Menlo Park Police Department,12/19/13,21:51
29-Nov,Theft,12/23/13 16:15,1000 Block MIDDLE AV,Menlo Park Police Department,12/23/13,16:15
30-Nov,Theft,12/23/13 17:45,1100 Block BAY LAUREL DR,Menlo Park Police Department,12/23/13,17:45
Nov-45,Theft,12/24/13 17:09,800 Block SANTA CRUZ AV,Menlo Park Police Department,12/24/13,17:09
Nov-50,Theft,12/25/13 0:00,2100 Block SANTA CRUZ AV,Menlo Park Police Department,12/25/13,0:00
Nov-96,Breaking & Entering,12/31/13 0:00,1000 Block UNIVERSITY DR,Menlo Park Police Department,12/31/13,0:00
11-0339,Theft,2/2/14 1:46,1800 Block WHITE OAK DR,Menlo Park Police Department,2/2/14,1:46
11-0392,Theft,2/6/14 18:27,500 Block EL CAMINO REAL,Menlo Park Police Department,2/6/14,18:27
11-0406,Theft,2/8/14 14:45,500 Block EL CAMINO REAL,Menlo Park Police Department,2/8/14,14:45
11-0416,Theft,2/10/14 2:19,500 Block EL CAMINO REAL,Menlo Park Police Department,2/10/14,2:19
11-0418,Theft,2/10/14 13:12,1300 Block JOHNSON ST,Menlo Park Police Department,2/10/14,13:12
11-0422,Theft,2/10/14 23:30,300 Block WAVERLEY ST,Menlo Park Police Department,2/10/14,23:30
11-0431,Breaking & Entering,2/11/14 11:45,400 Block COTTON ST,Menlo Park Police Department,2/11/14,11:45
11-0448,Theft from Vehicle,2/12/14 18:00,1100 Block EL CAMINO REAL,Menlo Park Police Department,2/12/14,18:00
11-0461,Breaking & Entering,2/13/14 13:00,100 Block SAN MATEO DR,Menlo Park Police Department,2/13/14,13:00
11-0453,Theft,2/13/14 14:00,800 Block ALMA STREET,Menlo Park Police Department,2/13/14,14:00
11-0024,Theft,1/3/14 0:00,1100 Block BAY LAUREL DR,Menlo Park Police Department,1/3/14,0:00
11-0026,Breaking & Entering,1/3/14 0:00,1100 Block EL CAMINO REAL,Menlo Park Police Department,1/3/14,0:00
11-0023,Theft,1/3/14 0:00,500 Block OAK KNOLL LN,Menlo Park Police Department,1/3/14,0:00
11-0034,Breaking & Entering,1/4/14 0:00,1700 Block STANFORD AV,Menlo Park Police Department,1/4/14,0:00
11-0045,Breaking & Entering,1/6/14 12:30,200 Block MCKENDRY DR,Menlo Park Police Department,1/6/14,12:30
11-0051,Theft,1/7/14 0:00,MENLO AV & CHESTNUT ST,Menlo Park Police Department,1/7/14,0:00
11-0060,Theft from Vehicle,1/7/14 22:20,500 Block EL CAMINO REAL,Menlo Park Police Department,1/7/14,22:20
11-0081,Breaking & Entering,1/10/14 16:00,500 Block FANITA WY,Menlo Park Police Department,1/10/14,16:00
11-0109,Breaking & Entering,1/12/14 9:00,700 Block OAK KNOLL LN,Menlo Park Police Department,1/12/14,9:00
11-0107,Breaking & Entering,1/12/14 19:40,1500 Block EL CAMINO REAL,Menlo Park Police Department,1/12/14,19:40
11-0123,Theft from Vehicle,1/13/14 22:05,500 Block EL CAMINO REAL,Menlo Park Police Department,1/13/14,22:05
11-0133,Theft,1/14/14 17:30,MENALTO AV & GILBERT AV,Menlo Park Police Department,1/14/14,17:30
11-0151,Theft,1/15/14 15:53,300 Block SHARON PARK DR,Menlo Park Police Department,1/15/14,15:53
11-0153,Theft,1/15/14 18:30,300 Block SHARON PARK DR,Menlo Park Police Department,1/15/14,18:30
11-0160,Theft,1/16/14 11:00,600 Block ALMA ST,Menlo Park Police Department,1/16/14,11:00
11-0162,Theft,1/16/14 20:27,700 Block SANTA CRUZ AV,Menlo Park Police Department,1/16/14,20:27
11-0176,Theft,1/17/14 17:55,300 Block SHARON PARK DR,Menlo Park Police Department,1/17/14,17:55
11-0192,Theft of Vehicle,1/19/14 0:00,300 Block WAVERLEY ST,Menlo Park Police Department,1/19/14,0:00
11-0213,Theft,1/22/14 0:00,500 Block LAUREL ST,Menlo Park Police Department,1/22/14,0:00
11-0212,Theft,1/22/14 12:10,LAUREL ST & BURGESS DR,Menlo Park Police Department,1/22/14,12:10
11-0236,Theft,1/24/14 14:43,1000 Block UNIVERSITY DR,Menlo Park Police Department,1/24/14,14:43
11-0242,Theft,1/24/14 19:02,1000 Block UNIVERSITY DR,Menlo Park Police Department,1/24/14,19:02
11-0272,Theft,1/27/14 8:45,500 Block GLENWOOD AV,Menlo Park Police Department,1/27/14,8:45
11-0285,Theft,1/28/14 11:00,MENLO AV & DOYLE ST,Menlo Park Police Department,1/28/14,11:00
11-0292,Breaking & Entering,1/29/14 8:30,200 Block MCKENDRY DR,Menlo Park Police Department,1/29/14,8:30
11-0305,Assault,1/30/14 16:00,800 Block SANTA CRUZ AV,Menlo Park Police Department,1/30/14,16:00
11-0307,Breaking & Entering,1/30/14 20:42,500 Block EL CAMINO REAL,Menlo Park Police Department,1/30/14,20:42
Nov-49,Theft,11/1/13 8:05,400 Block POPE ST,Menlo Park Police Department,11/1/13,8:05
Nov-75,Theft,11/3/13 15:08,500 Block EL CAMINO REAL,Menlo Park Police Department,11/3/13,15:08
Nov-95,Breaking & Entering,11/5/13 11:15,300 Block UNIVERSITY DR,Menlo Park Police Department,11/5/13,11:15
20-Nov,Theft,11/7/13 8:00,1 Block EL CAMINO REAL,Menlo Park Police Department,11/7/13,8:00
21-Nov,Theft from Vehicle,11/7/13 9:28,1400 Block SAN ANTONIO ST,Menlo Park Police Department,11/7/13,9:28
Nov-32,Robbery,11/8/13 13:46,1100 Block EL CAMINO REAL,Menlo Park Police Department,11/8/13,13:46
Nov-40,Theft,11/9/13 0:00,300 Block MCKENDRY DR,Menlo Park Police Department,11/9/13,0:00
Nov-38,Theft,11/9/13 9:13,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/13,9:13
Nov-39,Theft,11/9/13 21:00,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/13,21:00
Nov-44,Breaking & Entering,11/9/13 22:00,2100 Block SANTA CRUZ AV,Menlo Park Police Department,11/9/13,22:00
Nov-58,Assault,11/11/13 13:26,500 Block EL CAMINO REAL,Menlo Park Police Department,11/11/13,13:26
Nov-68,Theft from Vehicle,11/12/13 17:30,1400 Block GARWOOD WY,Menlo Park Police Department,11/12/13,17:30
Nov-76,Assault,11/12/13 21:49,MARSH RD & BAYFRONT EX,Menlo Park Police Department,11/12/13,21:49
Nov-80,Theft from Vehicle,11/13/13 0:00,500 Block UNIVERSITY DR,Menlo Park Police Department,11/13/13,0:00
Nov-83,Theft,11/13/13 9:00,OAK GROVE AV & MALONEY LN,Menlo Park Police Department,11/13/13,9:00
Nov-89,Assault,11/14/13 5:30,1200 Block CRANE ST,Menlo Park Police Department,11/14/13,5:30
Nov-97,Theft,11/14/13 14:00,1100 Block CHESTNUT ST,Menlo Park Police Department,11/14/13,14:00
4-Nov,Theft from Vehicle,11/14/13 18:00,1100 Block CRANE ST,Menlo Park Police Department,11/14/13,18:00
5-Nov,Theft from Vehicle,11/14/13 18:30,RAVENSWOOD AV & EL CAMINO REAL,Menlo Park Police Department,11/14/13,18:30
Nov-93,Theft,11/14/13 22:00,400 Block RAVENSWOOD AV,Menlo Park Police Department,11/14/13,22:00
28-Nov,Breaking & Entering,11/16/13 0:00,1 Block MAYWOOD LN,Menlo Park Police Department,11/16/13,0:00
26-Nov,Assault,11/16/13 2:34,500 Block HOBART ST,Menlo Park Police Department,11/16/13,2:34
Nov-55,Breaking & Entering,11/19/13 15:00,1900 Block MENALTO AV,Menlo Park Police Department,11/19/13,15:00
Nov-58,Theft from Vehicle,11/19/13 18:00,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:00
Nov-60,Theft from Vehicle,11/19/13 18:15,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:15
Nov-59,Theft from Vehicle,11/19/13 18:30,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:30
Nov-57,Theft from Vehicle,11/19/13 18:30,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:30
Nov-67,Assault,11/20/13 11:05,500 Block UNIVERSITY DR,Menlo Park Police Department,11/20/13,11:05
Nov-84,Theft,11/22/13 0:00,500 Block FANITA WY,Menlo Park Police Department,11/22/13,0:00
Nov-90,Theft,11/22/13 15:45,300 Block SHARON PARK DR,Menlo Park Police Department,11/22/13,15:45
Nov-98,Theft from Vehicle,11/22/13 21:00,200 Block EL CAMINO REAL,Menlo Park Police Department,11/22/13,21:00
Nov-96,Assault,11/22/13 21:57,200 Block SANTA MARGARITA AV,Menlo Park Police Department,11/22/13,21:57
1-Nov,Breaking & Entering,11/23/13 22:00,1300 Block N LEMON AV,Menlo Park Police Department,11/23/13,22:00
13-Nov,Breaking & Entering,11/24/13 2:00,700 Block EL CAMINO REAL,Menlo Park Police Department,11/24/13,2:00
Nov-37,Theft,11/26/13 17:00,1500 Block EL CAMINO REAL,Menlo Park Police Department,11/26/13,17:00
Nov-64,Theft,11/29/13 0:00,LINFIELD DR & SHERWOOD WY,Menlo Park Police Department,11/29/13,0:00
Nov-73,Theft,11/30/13 3:42,1800 Block WHITE OAK DR,Menlo Park Police Department,11/30/13,3:42
Nov-98,Theft from Vehicle,10/3/13 3:00,1200 Block SANTA CRUZ AV,Menlo Park Police Department,10/3/13,3:00
10-Nov,Assault,10/4/13 18:37,800 Block MIDDLE AV,Menlo Park Police Department,10/4/13,18:37
15-Nov,Theft,10/5/13 8:00,1300 Block MILLS ST,Menlo Park Police Department,10/5/13,8:00
Nov-35,Theft,10/7/13 12:19,500 Block LAUREL ST,Menlo Park Police Department,10/7/13,12:19
Nov-55,Breaking & Entering,10/8/13 14:00,200 Block WAVERLEY ST,Menlo Park Police Department,10/8/13,14:00
Nov-70,Sexual Assault,10/10/13 0:00,2100 Block SANTA CRUZ AV,Menlo Park Police Department,10/10/13,0:00
Nov-76,Theft,10/10/13 23:55,400 Block OAK CT,Menlo Park Police Department,10/10/13,23:55
7-Nov,Theft from Vehicle,10/13/13 7:58,MARSH RD & BAYFRONT EX,Menlo Park Police Department,10/13/13,7:58
20-Nov,Theft,10/14/13 10:28,300 Block SHARON PARK DR,Menlo Park Police Department,10/14/13,10:28
30-Nov,Assault,10/14/13 19:41,1 Block MIDDLEFIELD RD,Menlo Park Police Department,10/14/13,19:41
Nov-49,Theft,10/16/13 13:05,1000 Block UNIVERSITY DR,Menlo Park Police Department,10/16/13,13:05
Nov-54,Theft of Vehicle,10/16/13 14:00,1100 Block EL CAMINO REAL,Menlo Park Police Department,10/16/13,14:00
Nov-80,Sexual Assault,10/17/13 0:00,400 Block POPE ST,Menlo Park Police Department,10/17/13,0:00
Nov-62,Assault,10/17/13 8:27,600 Block WILLOW RD,Menlo Park Police Department,10/17/13,8:27
Nov-64,Theft,10/17/13 14:00,300 Block MIDDLEFIELD RD,Menlo Park Police Department,10/17/13,14:00
Nov-77,Theft,10/18/13 14:30,800 Block SANTA CRUZ AV,Menlo Park Police Department,10/18/13,14:30
30-Nov,Theft from Vehicle,10/23/13 0:00,MENLO AV & CRANE ST,Menlo Park Police Department,10/23/13,0:00
Nov-49,Breaking & Entering,10/24/13 0:00,700 Block HOBART ST,Menlo Park Police Department,10/24/13,0:00
Nov-46,Assault,10/24/13 6:00,1200 Block CRANE ST,Menlo Park Police Department,10/24/13,6:00
Nov-43,Theft,10/24/13 23:00,200 Block E OKEEFE ST,Menlo Park Police Department,10/24/13,23:00
Nov-87,Assault with Deadly Weapon,10/28/13 12:18,300 Block WAVERLEY ST,Menlo Park Police Department,10/28/13,12:18
1-Nov,Robbery,10/29/13 12:25,700 Block SANTA CRUZ AV,Menlo Park Police Department,10/29/13,12:25
2-Nov,Breaking & Entering,10/29/13 13:25,1400 Block WOODLAND AV,Menlo Park Police Department,10/29/13,13:25
19-Nov,Theft,10/30/13 9:45,1100 Block EL CAMINO REAL,Menlo Park Police Department,10/30/13,9:45
18-Nov,Theft,10/30/13 11:45,400 Block EL CAMINO REAL,Menlo Park Police Department,10/30/13,11:45
30-Nov,Theft from Vehicle,10/30/13 17:10,1800 Block OAK KNOLL LN,Menlo Park Police Department,10/30/13,17:10
23-Nov,Theft,10/30/13 18:30,300 Block COTTON ST,Menlo Park Police Department,10/30/13,18:30
Nov-41,Breaking & Entering,10/31/13 13:40,800 Block PARTRIDGE AV,Menlo Park Police Department,10/31/13,13:40
Nov-44,Theft,9/2/13 20:34,300 Block SHARON PARK DR,Menlo Park Police Department,9/2/13,20:34
Nov-70,Breaking & Entering,9/4/13 0:00,800 Block WOODLAND AV,Menlo Park Police Department,9/4/13,0:00
Nov-69,Theft,9/4/13 0:00,1800 Block EL CAMINO REAL,Menlo Park Police Department,9/4/13,0:00
Nov-81,Breaking & Entering,9/5/13 3:50,1700 Block EL CAMINO REAL,Menlo Park Police Department,9/5/13,3:50
Nov-97,Theft,9/7/13 8:30,200 Block MARMONA DR,Menlo Park Police Department,9/7/13,8:30
21-Nov,Theft,9/10/13 13:43,500 Block EL CAMINO REAL,Menlo Park Police Department,9/10/13,13:43
28-Nov,Breaking & Entering,9/10/13 15:00,200 Block MIDDLEFIELD RD,Menlo Park Police Department,9/10/13,15:00
17-Nov,Theft,9/10/13 19:00,1 Block N PEDRO ST,Menlo Park Police Department,9/10/13,19:00
Nov-38,Theft,9/11/13 0:00,1 Block MIDDLEFIELD RD,Menlo Park Police Department,9/11/13,0:00
Nov-39,Theft,9/11/13 8:55,900 Block SANTA CRUZ AV,Menlo Park Police Department,9/11/13,8:55
Nov-42,Theft,9/11/13 9:30,500 Block LAUREL ST,Menlo Park Police Department,9/11/13,9:30
Nov-53,Breaking & Entering,9/11/13 14:50,200 Block MIDDLEFIELD RD,Menlo Park Police Department,9/11/13,14:50
Nov-35,Breaking & Entering,9/11/13 15:30,2000 Block SANTA CRUZ AV,Menlo Park Police Department,9/11/13,15:30
Nov-57,Theft,9/12/13 1:00,300 Block SHARON PARK DR,Menlo Park Police Department,9/12/13,1:00
Nov-52,Breaking & Entering,9/12/13 12:00,500 Block EL CAMINO REAL,Menlo Park Police Department,9/12/13,12:00
Nov-54,Breaking & Entering,9/12/13 14:45,100 Block LINFIELD DR,Menlo Park Police Department,9/12/13,14:45
Nov-59,Assault,9/12/13 22:43,600 Block SANTA CRUZ AV,Menlo Park Police Department,9/12/13,22:43
Nov-66,Breaking & Entering,9/13/13 23:00,300 Block OLIVE ST,Menlo Park Police Department,9/13/13,23:00
Nov-77,Assault,9/14/13 20:30,800 Block ROBLE AV,Menlo Park Police Department,9/14/13,20:30
Nov-89,Theft,9/15/13 12:30,700 Block SANTA CRUZ AV,Menlo Park Police Department,9/15/13,12:30
Nov-89,Breaking & Entering,12/1/13 19:30,500 Block CENTRAL AV,Menlo Park Police Department,12/1/13,19:30
7-Nov,Theft,12/3/13 0:00,300 Block OLIVE ST,Menlo Park Police Department,12/3/13,0:00
9-Nov,Assault,12/3/13 12:15,1800 Block DORIS DR,Menlo Park Police Department,12/3/13,12:15
11-Nov,Theft,12/3/13 13:12,700 Block GILBERT AV,Menlo Park Police Department,12/3/13,13:12
13-Nov,Theft,12/3/13 21:30,500 Block HERMOSA WY,Menlo Park Police Department,12/3/13,21:30
Nov-33,Theft from Vehicle,12/4/13 15:15,1200 Block MIDDLE AV,Menlo Park Police Department,12/4/13,15:15
30-Nov,Theft,12/4/13 23:45,800 Block PAULSON CIRCLE,Menlo Park Police Department,12/4/13,23:45
Nov-52,Theft,12/6/13 10:00,600 Block SANTA CRUZ AV,Menlo Park Police Department,12/6/13,10:00
Nov-68,Breaking & Entering,12/8/13 13:30,600 Block CAMBRIDGE AV,Menlo Park Police Department,12/8/13,13:30
Nov-73,Breaking & Entering,12/9/13 8:20,600 Block OAK GROVE AV,Menlo Park Police Department,12/9/13,8:20
Nov-83,Breaking & Entering,12/9/13 11:00,300 Block OAK GROVE AV,Menlo Park Police Department,12/9/13,11:00
Nov-79,Breaking & Entering,12/9/13 12:00,300 Block POPE ST,Menlo Park Police Department,12/9/13,12:00
Nov-77,Breaking & Entering,12/9/13 12:50,1100 Block MARCUSSEN DR,Menlo Park Police Department,12/9/13,12:50
Nov-80,Theft,12/9/13 15:00,1100 Block ELDER AV,Menlo Park Police Department,12/9/13,15:00
13-Nov,Theft,12/12/13 23:00,100 Block OCONNOR ST,Menlo Park Police Department,12/12/13,23:00
29-Nov,Theft,12/14/13 17:57,300 Block SHARON PARK DR,Menlo Park Police Department,12/14/13,17:57
Nov-36,Breaking & Entering,12/15/13 17:00,1200 Block ARBOR RD,Menlo Park Police Department,12/15/13,17:00
Nov-35,Theft,12/15/13 21:00,900 Block HOBART ST,Menlo Park Police Department,12/15/13,21:00
Nov-59,Theft,12/16/13 20:28,600 Block MENLO AV,Menlo Park Police Department,12/16/13,20:28
Nov-62,Assault,12/17/13 9:45,400 Block POPE ST,Menlo Park Police Department,12/17/13,9:45
Nov-90,Theft,12/19/13 19:35,1100 Block WOODLAND AV,Menlo Park Police Department,12/19/13,19:35
Nov-94,Assault,12/19/13 21:51,1900 Block SANTA CRUZ AV,Menlo Park Police Department,12/19/13,21:51
29-Nov,Theft,12/23/13 16:15,1000 Block MIDDLE AV,Menlo Park Police Department,12/23/13,16:15
30-Nov,Theft,12/23/13 17:45,1100 Block BAY LAUREL DR,Menlo Park Police Department,12/23/13,17:45
Nov-45,Theft,12/24/13 17:09,800 Block SANTA CRUZ AV,Menlo Park Police Department,12/24/13,17:09
Nov-50,Theft,12/25/13 0:00,2100 Block SANTA CRUZ AV,Menlo Park Police Department,12/25/13,0:00
Nov-96,Breaking & Entering,12/31/13 0:00,1000 Block UNIVERSITY DR,Menlo Park Police Department,12/31/13,0:00
11-0339,Theft,2/2/14 1:46,1800 Block WHITE OAK DR,Menlo Park Police Department,2/2/14,1:46
11-0392,Theft,2/6/14 18:27,500 Block EL CAMINO REAL,Menlo Park Police Department,2/6/14,18:27
11-0406,Theft,2/8/14 14:45,500 Block EL CAMINO REAL,Menlo Park Police Department,2/8/14,14:45
11-0416,Theft,2/10/14 2:19,500 Block EL CAMINO REAL,Menlo Park Police Department,2/10/14,2:19
11-0418,Theft,2/10/14 13:12,1300 Block JOHNSON ST,Menlo Park Police Department,2/10/14,13:12
11-0422,Theft,2/10/14 23:30,300 Block WAVERLEY ST,Menlo Park Police Department,2/10/14,23:30
11-0431,Breaking & Entering,2/11/14 11:45,400 Block COTTON ST,Menlo Park Police Department,2/11/14,11:45
11-0448,Theft from Vehicle,2/12/14 18:00,1100 Block EL CAMINO REAL,Menlo Park Police Department,2/12/14,18:00
11-0461,Breaking & Entering,2/13/14 13:00,100 Block SAN MATEO DR,Menlo Park Police Department,2/13/14,13:00
11-0453,Theft,2/13/14 14:00,800 Block ALMA STREET,Menlo Park Police Department,2/13/14,14:00
11-0024,Theft,1/3/14 0:00,1100 Block BAY LAUREL DR,Menlo Park Police Department,1/3/14,0:00
11-0026,Breaking & Entering,1/3/14 0:00,1100 Block EL CAMINO REAL,Menlo Park Police Department,1/3/14,0:00
11-0023,Theft,1/3/14 0:00,500 Block OAK KNOLL LN,Menlo Park Police Department,1/3/14,0:00
11-0034,Breaking & Entering,1/4/14 0:00,1700 Block STANFORD AV,Menlo Park Police Department,1/4/14,0:00
11-0045,Breaking & Entering,1/6/14 12:30,200 Block MCKENDRY DR,Menlo Park Police Department,1/6/14,12:30
11-0051,Theft,1/7/14 0:00,MENLO AV & CHESTNUT ST,Menlo Park Police Department,1/7/14,0:00
11-0060,Theft from Vehicle,1/7/14 22:20,500 Block EL CAMINO REAL,Menlo Park Police Department,1/7/14,22:20
11-0081,Breaking & Entering,1/10/14 16:00,500 Block FANITA WY,Menlo Park Police Department,1/10/14,16:00
11-0109,Breaking & Entering,1/12/14 9:00,700 Block OAK KNOLL LN,Menlo Park Police Department,1/12/14,9:00
11-0107,Breaking & Entering,1/12/14 19:40,1500 Block EL CAMINO REAL,Menlo Park Police Department,1/12/14,19:40
11-0123,Theft from Vehicle,1/13/14 22:05,500 Block EL CAMINO REAL,Menlo Park Police Department,1/13/14,22:05
11-0133,Theft,1/14/14 17:30,MENALTO AV & GILBERT AV,Menlo Park Police Department,1/14/14,17:30
11-0151,Theft,1/15/14 15:53,300 Block SHARON PARK DR,Menlo Park Police Department,1/15/14,15:53
11-0153,Theft,1/15/14 18:30,300 Block SHARON PARK DR,Menlo Park Police Department,1/15/14,18:30
11-0160,Theft,1/16/14 11:00,600 Block ALMA ST,Menlo Park Police Department,1/16/14,11:00
11-0162,Theft,1/16/14 20:27,700 Block SANTA CRUZ AV,Menlo Park Police Department,1/16/14,20:27
11-0176,Theft,1/17/14 17:55,300 Block SHARON PARK DR,Menlo Park Police Department,1/17/14,17:55
11-0192,Theft of Vehicle,1/19/14 0:00,300 Block WAVERLEY ST,Menlo Park Police Department,1/19/14,0:00
11-0213,Theft,1/22/14 0:00,500 Block LAUREL ST,Menlo Park Police Department,1/22/14,0:00
11-0212,Theft,1/22/14 12:10,LAUREL ST & BURGESS DR,Menlo Park Police Department,1/22/14,12:10
11-0236,Theft,1/24/14 14:43,1000 Block UNIVERSITY DR,Menlo Park Police Department,1/24/14,14:43
11-0242,Theft,1/24/14 19:02,1000 Block UNIVERSITY DR,Menlo Park Police Department,1/24/14,19:02
11-0272,Theft,1/27/14 8:45,500 Block GLENWOOD AV,Menlo Park Police Department,1/27/14,8:45
11-0285,Theft,1/28/14 11:00,MENLO AV & DOYLE ST,Menlo Park Police Department,1/28/14,11:00
11-0292,Breaking & Entering,1/29/14 8:30,200 Block MCKENDRY DR,Menlo Park Police Department,1/29/14,8:30
11-0305,Assault,1/30/14 16:00,800 Block SANTA CRUZ AV,Menlo Park Police Department,1/30/14,16:00
11-0307,Breaking & Entering,1/30/14 20:42,500 Block EL CAMINO REAL,Menlo Park Police Department,1/30/14,20:42
Nov-49,Theft,11/1/13 8:05,400 Block POPE ST,Menlo Park Police Department,11/1/13,8:05
Nov-75,Theft,11/3/13 15:08,500 Block EL CAMINO REAL,Menlo Park Police Department,11/3/13,15:08
Nov-95,Breaking & Entering,11/5/13 11:15,300 Block UNIVERSITY DR,Menlo Park Police Department,11/5/13,11:15
20-Nov,Theft,11/7/13 8:00,1 Block EL CAMINO REAL,Menlo Park Police Department,11/7/13,8:00
21-Nov,Theft from Vehicle,11/7/13 9:28,1400 Block SAN ANTONIO ST,Menlo Park Police Department,11/7/13,9:28
Nov-32,Robbery,11/8/13 13:46,1100 Block EL CAMINO REAL,Menlo Park Police Department,11/8/13,13:46
Nov-40,Theft,11/9/13 0:00,300 Block MCKENDRY DR,Menlo Park Police Department,11/9/13,0:00
Nov-38,Theft,11/9/13 9:13,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/13,9:13
Nov-39,Theft,11/9/13 21:00,1500 Block SAN ANTONIO ST,Menlo Park Police Department,11/9/13,21:00
Nov-44,Breaking & Entering,11/9/13 22:00,2100 Block SANTA CRUZ AV,Menlo Park Police Department,11/9/13,22:00
Nov-58,Assault,11/11/13 13:26,500 Block EL CAMINO REAL,Menlo Park Police Department,11/11/13,13:26
Nov-68,Theft from Vehicle,11/12/13 17:30,1400 Block GARWOOD WY,Menlo Park Police Department,11/12/13,17:30
Nov-76,Assault,11/12/13 21:49,MARSH RD & BAYFRONT EX,Menlo Park Police Department,11/12/13,21:49
Nov-80,Theft from Vehicle,11/13/13 0:00,500 Block UNIVERSITY DR,Menlo Park Police Department,11/13/13,0:00
Nov-83,Theft,11/13/13 9:00,OAK GROVE AV & MALONEY LN,Menlo Park Police Department,11/13/13,9:00
Nov-89,Assault,11/14/13 5:30,1200 Block CRANE ST,Menlo Park Police Department,11/14/13,5:30
Nov-97,Theft,11/14/13 14:00,1100 Block CHESTNUT ST,Menlo Park Police Department,11/14/13,14:00
4-Nov,Theft from Vehicle,11/14/13 18:00,1100 Block CRANE ST,Menlo Park Police Department,11/14/13,18:00
5-Nov,Theft from Vehicle,11/14/13 18:30,RAVENSWOOD AV & EL CAMINO REAL,Menlo Park Police Department,11/14/13,18:30
Nov-93,Theft,11/14/13 22:00,400 Block RAVENSWOOD AV,Menlo Park Police Department,11/14/13,22:00
28-Nov,Breaking & Entering,11/16/13 0:00,1 Block MAYWOOD LN,Menlo Park Police Department,11/16/13,0:00
26-Nov,Assault,11/16/13 2:34,500 Block HOBART ST,Menlo Park Police Department,11/16/13,2:34
Nov-55,Breaking & Entering,11/19/13 15:00,1900 Block MENALTO AV,Menlo Park Police Department,11/19/13,15:00
Nov-58,Theft from Vehicle,11/19/13 18:00,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:00
Nov-60,Theft from Vehicle,11/19/13 18:15,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:15
Nov-59,Theft from Vehicle,11/19/13 18:30,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:30
Nov-57,Theft from Vehicle,11/19/13 18:30,200 Block EL CAMINO REAL,Menlo Park Police Department,11/19/13,18:30
Nov-67,Assault,11/20/13 11:05,500 Block UNIVERSITY DR,Menlo Park Police Department,11/20/13,11:05
Nov-84,Theft,11/22/13 0:00,500 Block FANITA WY,Menlo Park Police Department,11/22/13,0:00
Nov-90,Theft,11/22/13 15:45,300 Block SHARON PARK DR,Menlo Park Police Department,11/22/13,15:45
Nov-98,Theft from Vehicle,11/22/13 21:00,200 Block EL CAMINO REAL,Menlo Park Police Department,11/22/13,21:00
